0,0,NAN
0,1,NAN
0,2,NAN
0,3,NAN
0,4,NAN
0,5,3.096E+01
0,6,3.301E+01
0,7,3.336E+01
0,8,3.384E+01
0,9,3.358E+01
1,0,NAN
1,1,NAN
1,2,NAN
1,3,NAN
1,4,NAN
1,5,3.126E+01
1,6,3.301E+01
1,7,3.344E+01
1,8,3.355E+01
1,9,3.359E+01
2,0,NAN
2,1,NAN
2,2,NAN
2,3,NAN
2,4,NAN
2,5,3.146E+01
2,6,3.310E+01
2,7,3.353E+01
2,8,3.344E+01
2,9,3.361E+01
3,0,NAN
3,1,NAN
3,2,NAN
3,3,NAN
3,4,2.825E+01
3,5,3.229E+01
3,6,3.339E+01
3,7,3.320E+01
3,8,3.308E+01
3,9,3.314E+01
4,0,NAN
4,1,NAN
4,2,NAN
4,3,NAN
4,4,3.023E+01
4,5,3.207E+01
4,6,3.168E+01
4,7,3.112E+01
4,8,3.090E+01
4,9,3.079E+01
5,0,NAN
5,1,NAN
5,2,NAN
5,3,2.595E+01
5,4,3.045E+01
5,5,2.787E+01
5,6,2.509E+01
5,7,2.384E+01
5,8,2.216E+01
5,9,2.214E+01
6,0,NAN
6,1,NAN
6,2,2.055E+01
6,3,2.569E+01
6,4,2.258E+01
6,5,1.348E+01
6,6,1.058E+01
6,7,1.047E+01
6,8,1.088E+01
6,9,1.017E+01
7,0,NAN
7,1,NAN
7,2,1.855E+01
7,3,1.759E+01
7,4,8.299E+00
7,5,8.477E+00
7,6,1.654E+01
7,7,NAN
7,8,NAN
7,9,NAN
8,0,NAN
8,1,NAN
8,2,1.101E+01
8,3,6.659E+00
8,4,NAN
8,5,NAN
8,6,NAN
8,7,NAN
8,8,NAN
8,9,NAN
9,0,NAN
9,1,5.967E+00
9,2,4.366E+00
9,3,NAN
9,4,NAN
9,5,NAN
9,6,NAN
9,7,NAN
9,8,NAN
9,9,NAN
